"","Income","Start","End","M","P","M","O","Att","Prop","#","Amount"
"23 Jul 2022","+0.00334 ETH","32.50768 ETH","32.51101 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Jul 2022","+0.00334 ETH","32.50433 ETH","32.50767 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Jul 2022","+0.00334 ETH","32.50099 ETH","32.50432 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Jul 2022","+0.00332 ETH","32.49766 ETH","32.50098 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Jul 2022","+0.00330 ETH","32.49436 ETH","32.49765 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Jul 2022","+0.00334 ETH","32.49101 ETH","32.49434 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Jul 2022","+0.00330 ETH","32.4877 ETH","32.491 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Jul 2022","+0.00332 ETH","32.48437 ETH","32.48769 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Jul 2022","+0.03177 ETH","32.45259 ETH","32.48436 ETH","0","1","0","0","0","0","0","0 ETH"
"14 Jul 2022","+0.00332 ETH","32.44927 ETH","32.45258 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Jul 2022","+0.00332 ETH","32.44594 ETH","32.44925 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Jul 2022","+0.00332 ETH","32.44261 ETH","32.44592 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Jul 2022","+0.00332 ETH","32.43928 ETH","32.44259 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Jul 2022","+0.00333 ETH","32.43595 ETH","32.43927 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Jul 2022","+0.00334 ETH","32.4326 ETH","32.43593 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Jul 2022","+0.00335 ETH","32.42924 ETH","32.43258 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Jul 2022","+0.00335 ETH","32.42588 ETH","32.42923 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Jul 2022","+0.00333 ETH","32.42255 ETH","32.42587 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Jul 2022","+0.00333 ETH","32.41921 ETH","32.42253 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Jul 2022","+0.00333 ETH","32.41587 ETH","32.41919 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Jul 2022","+0.00336 ETH","32.41251 ETH","32.41586 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Jul 2022","+0.00332 ETH","32.40918 ETH","32.41249 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Jul 2022","+0.00336 ETH","32.40581 ETH","32.40916 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Jun 2022","+0.00332 ETH","32.40249 ETH","32.4058 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Jun 2022","+0.00335 ETH","32.39913 ETH","32.40248 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Jun 2022","+0.00335 ETH","32.39577 ETH","32.39912 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Jun 2022","+0.00335 ETH","32.39242 ETH","32.39576 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Jun 2022","+0.00332 ETH","32.3891 ETH","32.39241 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Jun 2022","+0.00336 ETH","32.38573 ETH","32.38908 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Jun 2022","+0.00335 ETH","32.38238 ETH","32.38572 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Jun 2022","+0.00334 ETH","32.37904 ETH","32.38237 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Jun 2022","+0.00336 ETH","32.37568 ETH","32.37903 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Jun 2022","+0.00335 ETH","32.37232 ETH","32.37567 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Jun 2022","+0.00336 ETH","32.36896 ETH","32.37231 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Jun 2022","+0.00333 ETH","32.36562 ETH","32.36894 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Jun 2022","+0.03162 ETH","32.33399 ETH","32.36561 ETH","0","1","0","0","0","0","0","0 ETH"
"17 Jun 2022","+0.00334 ETH","32.33065 ETH","32.33398 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Jun 2022","+0.00331 ETH","32.32734 ETH","32.33063 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Jun 2022","+0.00334 ETH","32.32399 ETH","32.32732 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Jun 2022","+0.00334 ETH","32.32065 ETH","32.32398 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Jun 2022","+0.00336 ETH","32.31728 ETH","32.32063 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Jun 2022","+0.00337 ETH","32.31391 ETH","32.31727 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Jun 2022","+0.00337 ETH","32.31054 ETH","32.31389 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Jun 2022","+0.00338 ETH","32.30716 ETH","32.31052 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Jun 2022","+0.00333 ETH","32.30382 ETH","32.30714 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Jun 2022","+0.00338 ETH","32.30044 ETH","32.30381 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Jun 2022","+0.00338 ETH","32.29705 ETH","32.30042 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Jun 2022","+0.00337 ETH","32.29367 ETH","32.29703 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Jun 2022","+0.00332 ETH","32.29034 ETH","32.29365 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Jun 2022","+0.00333 ETH","32.287 ETH","32.29033 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Jun 2022","+0.00338 ETH","32.28362 ETH","32.28699 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Jun 2022","+0.00337 ETH","32.28024 ETH","32.2836 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Jun 2022","+0.00336 ETH","32.27688 ETH","32.28023 ETH","0","0","0","0","0","0","0","0 ETH"
"31 May 2022","+0.00340 ETH","32.27348 ETH","32.27687 ETH","0","0","0","0","0","0","0","0 ETH"
"30 May 2022","+0.00335 ETH","32.27012 ETH","32.27346 ETH","0","0","0","0","0","0","0","0 ETH"
"29 May 2022","+0.00339 ETH","32.26672 ETH","32.27011 ETH","0","0","0","0","0","0","0","0 ETH"
"28 May 2022","+0.00340 ETH","32.26332 ETH","32.26671 ETH","0","0","0","0","0","0","0","0 ETH"
"27 May 2022","+0.00340 ETH","32.25991 ETH","32.2633 ETH","0","0","0","0","0","0","0","0 ETH"
"26 May 2022","+0.00339 ETH","32.25652 ETH","32.2599 ETH","0","0","0","0","0","0","0","0 ETH"
"25 May 2022","+0.00340 ETH","32.25311 ETH","32.25651 ETH","0","0","0","0","0","0","0","0 ETH"
"24 May 2022","+0.00341 ETH","32.24969 ETH","32.2531 ETH","0","0","0","0","0","0","0","0 ETH"
"23 May 2022","+0.00343 ETH","32.24626 ETH","32.24968 ETH","0","0","0","0","0","0","0","0 ETH"
"22 May 2022","+0.00337 ETH","32.24288 ETH","32.24624 ETH","0","0","0","0","0","0","0","0 ETH"
"21 May 2022","+0.00343 ETH","32.23944 ETH","32.24286 ETH","0","0","0","0","0","0","0","0 ETH"
"20 May 2022","+0.00340 ETH","32.23604 ETH","32.23943 ETH","0","0","0","0","0","0","0","0 ETH"
"19 May 2022","+0.00343 ETH","32.2326 ETH","32.23603 ETH","0","0","0","0","0","0","0","0 ETH"
"18 May 2022","+0.00345 ETH","32.22915 ETH","32.23259 ETH","0","0","0","0","0","0","0","0 ETH"
"17 May 2022","+0.00344 ETH","32.22571 ETH","32.22914 ETH","0","0","0","0","0","0","0","0 ETH"
"16 May 2022","+0.00343 ETH","32.22228 ETH","32.22569 ETH","0","0","0","0","0","0","0","0 ETH"
"15 May 2022","+0.00340 ETH","32.21887 ETH","32.22226 ETH","0","0","0","0","0","0","0","0 ETH"
"14 May 2022","+0.00344 ETH","32.21543 ETH","32.21886 ETH","0","0","0","0","0","0","0","0 ETH"
"13 May 2022","+0.00341 ETH","32.21201 ETH","32.21541 ETH","0","0","0","0","0","0","0","0 ETH"
"12 May 2022","+0.03073 ETH","32.18127 ETH","32.212 ETH","0","1","0","0","0","0","0","0 ETH"
"11 May 2022","+0.00350 ETH","32.17777 ETH","32.18126 ETH","0","0","0","0","0","0","0","0 ETH"
"10 May 2022","+0.00347 ETH","32.1743 ETH","32.17776 ETH","0","0","0","0","0","0","0","0 ETH"
"09 May 2022","+0.00347 ETH","32.17083 ETH","32.17428 ETH","0","0","0","0","0","0","0","0 ETH"
"08 May 2022","+0.00345 ETH","32.16737 ETH","32.17081 ETH","0","0","0","0","0","0","0","0 ETH"
"07 May 2022","+0.00347 ETH","32.16389 ETH","32.16735 ETH","0","0","0","0","0","0","0","0 ETH"
"06 May 2022","+0.00350 ETH","32.16038 ETH","32.16387 ETH","0","0","0","0","0","0","0","0 ETH"
"05 May 2022","+0.00348 ETH","32.1569 ETH","32.16037 ETH","0","0","0","0","0","0","0","0 ETH"
"04 May 2022","+0.00346 ETH","32.15343 ETH","32.15688 ETH","0","0","0","0","0","0","0","0 ETH"
"03 May 2022","+0.00351 ETH","32.14992 ETH","32.15342 ETH","0","0","0","0","0","0","0","0 ETH"
"02 May 2022","+0.00351 ETH","32.14641 ETH","32.1499 ETH","0","0","0","0","0","0","0","0 ETH"
"01 May 2022","+0.00348 ETH","32.14292 ETH","32.14639 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Apr 2022","+0.00353 ETH","32.13938 ETH","32.1429 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Apr 2022","+0.00351 ETH","32.13586 ETH","32.13937 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Apr 2022","+0.00353 ETH","32.13233 ETH","32.13585 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Apr 2022","+0.00354 ETH","32.12878 ETH","32.13231 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Apr 2022","+0.00355 ETH","32.12523 ETH","32.12877 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Apr 2022","+0.00357 ETH","32.12165 ETH","32.12521 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Apr 2022","+0.00357 ETH","32.11808 ETH","32.12164 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Apr 2022","+0.00357 ETH","32.1145 ETH","32.11806 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Apr 2022","+0.00354 ETH","32.11095 ETH","32.11449 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Apr 2022","+0.00361 ETH","32.10734 ETH","32.11094 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Apr 2022","+0.00361 ETH","32.10373 ETH","32.10732 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Apr 2022","+0.00358 ETH","32.10015 ETH","32.10371 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Apr 2022","+0.00362 ETH","32.09653 ETH","32.10013 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Apr 2022","+0.00358 ETH","32.09294 ETH","32.09651 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Apr 2022","+0.00358 ETH","32.08935 ETH","32.09292 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Apr 2022","+0.00363 ETH","32.08572 ETH","32.08933 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Apr 2022","+0.00365 ETH","32.08206 ETH","32.0857 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Apr 2022","+0.00363 ETH","32.07843 ETH","32.08205 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Apr 2022","+0.00362 ETH","32.0748 ETH","32.07841 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Apr 2022","+0.00365 ETH","32.07115 ETH","32.07478 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Apr 2022","+0.00368 ETH","32.06746 ETH","32.07113 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Apr 2022","+0.00366 ETH","32.06379 ETH","32.06744 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Apr 2022","+0.00364 ETH","32.06015 ETH","32.06377 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Apr 2022","+0.00367 ETH","32.05648 ETH","32.06013 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Apr 2022","+0.00365 ETH","32.05282 ETH","32.05646 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Apr 2022","+0.00370 ETH","32.04911 ETH","32.0528 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Apr 2022","+0.00372 ETH","32.04539 ETH","32.04909 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Apr 2022","+0.00373 ETH","32.04166 ETH","32.04537 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Apr 2022","+0.00374 ETH","32.03792 ETH","32.04164 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Apr 2022","+0.00373 ETH","32.03418 ETH","32.0379 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Mar 2022","+0.00366 ETH","32.03052 ETH","32.03417 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Mar 2022","+0.00371 ETH","32.0268 ETH","32.0305 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Mar 2022","+0.00371 ETH","32.02309 ETH","32.02678 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Mar 2022","+0.00371 ETH","32.01938 ETH","32.02307 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Mar 2022","+0.00375 ETH","32.01562 ETH","32.01936 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Mar 2022","+0.00371 ETH","32.0119 ETH","32.0156 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Mar 2022","+0.00375 ETH","32.00815 ETH","32.01188 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Mar 2022","+0.00374 ETH","32.0044 ETH","32.00813 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Mar 2022","+0.00376 ETH","32.00063 ETH","32.00438 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Mar 2022","+0.00061 ETH","32 ETH","32.00062 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Mar 2022","0 ETH","32 ETH","32 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Mar 2022","0 ETH","0 ETH","32 ETH","0","0","0","0","0","0","1","+32 ETH"
